Sales Order,Serial No. ,# of ID's,Customer,Researcher,Tag Family,VUE Tag ID,Est tag life (days),Step 1 Status,Step 1 Time     (dy hr:min:sec),Step 1 Power (L/H),Step 1 Acc. On (sec),Step 1 Min Delay (sec),Step 1 Max Delay (sec),Step 2 Status,Step 2 Time       (dy hr:min:sec),Step 2 Power (L/H),Step 2 Acc. On (sec),Step 2 Min Delay (sec),Step 2 Max Delay (sec),Step 3 Status,Step 3 Time       (dy hr:min:sec),Step 3 Power (L/H),Step 3 Acc. On (sec),Step 3 Min Delay (sec),Step 3 Max Delay (sec),Step 4 Status,Step 4 Time         (dy hr:min:sec),Step 4 Power (L/H),Step 4 Acc. On (sec),Step 4 Min Delay (sec),Step 4 Max Delay (sec),Loop To,Sensor type,Range,Units,Slope,Intercept ,Accelerometer Algorithm,Accelerometer Samples (/sec),Sensor Transmit Ratio,95% Est Battery Life (days),50% Est Battery Life (days),Ship Date
25284,1294182,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4020,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294182,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4021,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294183,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4022,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294183,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4023,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294184,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4024,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294184,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4025,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294185,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4026,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294185,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4027,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294186,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4028,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294186,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4029,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294187,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4030,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294187,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4031,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294188,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4032,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294188,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4033,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294189,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4034,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294189,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4035,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294190,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4036,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294190,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4037,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
25284,1294191,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4038,140,ON,90 00:00:00,H,37,50,100,ON,55 00:00:00,H,37,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,A,+/- 4.9,m/s²,0.01922,0,Activity,10,1,,,2018-05-11
25284,1294191,2,WAGENINGEN UR MARINE RESEARCH,Jan Reubens,V13AP-1x-069k-1-0034m,A69-9006-4039,140,ON,90 00:00:00,H,,50,100,ON,55 00:00:00,H,,140,220,OFF,365 00:00:00,L,,,,OFF,0 00:00:00,L,,,,3,P,0034,Meters,0.1516,-0.6065,,,,,,2018-05-11
